Key,comment,ja-jp,en-us,zh-cn,zh-tw,ko-kr,es-es,ar-sa,id-id,
SettingPage_WindowsHelloDisabledByPolicy,Windows Hello is disabled by policy,Windows Helloがポリシーで無効化されています。,Windows Hello is disabled by policy.,Windows Hello 已被策略禁用。,Windows Hello 已被原則停用。,Windows Hello가 정책으로 비활성화되었습니다.,Windows Hello está deshabilitado por directiva.,تم تعطيل Windows Hello بواسطة النهج.,Windows Hello dinonaktifkan oleh kebijakan.,
SettingPage_WindowsHelloNotConfigured,Windows Hello is not configured,Windows Helloが未設定です。,Windows Hello is not configured.,Windows Hello 尚未配置。,Windows Hello 尚未設定。,Windows Hello가 설정되지 않았습니다.,Windows Hello no está configurado.,لم يتم إعداد Windows Hello.,Windows Hello belum dikonfigurasi.,
SettingPage_WindowsHelloDeviceNotPresent,Windows Hello device not found,Windows Helloデバイスが見つかりません。,Windows Hello device was not found.,未找到 Windows Hello 设备。,找不到 Windows Hello 裝置。,Windows Hello 장치를 찾을 수 없습니다.,No se encontró el dispositivo de Windows Hello.,لم يتم العثور على جهاز Windows Hello.,Perangkat Windows Hello tidak ditemukan.,
SettingPage_WindowsHelloFailed,Generic Windows Hello verification failure,Windows Hello認証に失敗しました。,Windows Hello verification failed.,Windows Hello 验证失败。,Windows Hello 驗證失敗。,Windows Hello 인증에 실패했습니다.,La verificación de Windows Hello falló.,فشل التحقق عبر Windows Hello.,Verifikasi Windows Hello gagal.,
OperationsCenter_SummaryFormat,Operations summary line with job metrics,総ジョブ={0}  成功={1}  失敗={2}  実行中={3}  平均時間(ms)={4:0.0},Total Jobs={0}  Succeeded={1}  Failed={2}  Running={3}  Avg Time(ms)={4:0.0},总任务={0}  成功={1}  失败={2}  运行中={3}  平均时间(ms)={4:0.0},總工作={0}  成功={1}  失敗={2}  執行中={3}  平均時間(ms)={4:0.0},총 작업={0}  성공={1}  실패={2}  실행 중={3}  평균 시간(ms)={4:0.0},Total de trabajos={0}  Éxitos={1}  Fallos={2}  En ejecución={3}  Tiempo prom.(ms)={4:0.0},إجمالي المهام={0}  الناجحة={1}  الفاشلة={2}  قيد التشغيل={3}  متوسط الوقت(مللي ثانية)={4:0.0},Total Job={0}  Berhasil={1}  Gagal={2}  Berjalan={3}  Rata-rata waktu(ms)={4:0.0},
StructuredLog_AllFilter,Filter value for all items,すべて,All,全部,全部,전체,Todos,الكل,Semua,
StructuredLog_LoadFailedFormat,Error when log loading fails,読み込み失敗: {0},Load failed: {0},加载失败: {0},載入失敗：{0},로드 실패: {0},Error al cargar: {0},فشل التحميل: {0},Gagal memuat: {0},
StructuredLog_ClearFailedFormat,Error when log clear fails,削除失敗: {0},Clear failed: {0},清除失败: {0},清除失敗：{0},삭제 실패: {0},Error al borrar: {0},فشل المسح: {0},Gagal menghapus: {0},
StructuredLog_StatusFormat,Status text showing visible and total logs,表示 {0} / 全 {1} 件,Showing {0} / Total {1},显示 {0} / 共 {1} 条,顯示 {0} / 共 {1} 筆,표시 {0} / 전체 {1}건,Mostrando {0} / Total {1},عرض {0} / الإجمالي {1},Menampilkan {0} / Total {1},
ServerItem_CurrentBuildUnpinned,Current build text when not pinned,build: 未固定,build: not pinned,build: 未固定,build: 未固定,build: 고정 안 됨,build: no fijado,build: غير مثبت,build: belum dikunci,
ServerItem_CurrentBuildPinnedFormat,Current build text with selected build id,build: {0},build: {0},build: {0},build: {0},build: {0},build: {0},build: {0},build: {0},
ServerItem_UpdateTargetBuildFormat,Update target text for latest build,build {0},build {0},build {0},build {0},build {0},build {0},build {0},build {0},
ServerItem_UpdateMessageLatestVersionFormat,Update message for latest version,最新バージョン: {0},Latest version: {0},最新版本: {0},最新版本：{0},최신 버전: {0},Última versión: {0},أحدث إصدار: {0},Versi terbaru: {0},
ServerItem_UpdateMessageLatestBuildFormat,Update message for latest build,最新ビルド: {0},Latest build: {0},最新构建: {0},最新建置：{0},최신 빌드: {0},Último build: {0},أحدث بنية: {0},Build terbaru: {0},
ServerItem_DownloadStatusCheckingServerFile,Download status while checking server file,サーバーファイルを確認中...,Checking server file...,正在检查服务器文件...,正在檢查伺服器檔案...,서버 파일 확인 중...,Comprobando archivo del servidor...,جارٍ التحقق من ملف الخادم...,Memeriksa file server...,
ServerItem_LoadVersionsFailedFormat,Error when loading versions fails,バージョン一覧の取得に失敗しました: {0},Failed to get version list: {0},获取版本列表失败: {0},取得版本清單失敗：{0},버전 목록을 가져오지 못했습니다: {0},Error al obtener la lista de versiones: {0},فشل في الحصول على قائمة الإصدارات: {0},Gagal mengambil daftar versi: {0},
ServerItem_CheckingJavaInstallation,Console text while checking Java installation,Java のインストール状況を確認しています...,Checking Java installation...,正在检查 Java 安装状态...,正在檢查 Java 安裝狀態...,Java 설치 상태를 확인 중입니다...,Comprobando instalación de Java...,جارٍ التحقق من تثبيت Java...,Memeriksa instalasi Java...,
ServerItem_LogStartSequenceBegin,Structured log text for start sequence begin,サーバー起動シーケンスを開始しました。,Server startup sequence started.,已开始服务器启动序列。,已開始伺服器啟動序列。,서버 시작 시퀀스를 시작했습니다.,Se inició la secuencia de arranque del servidor.,تم بدء تسلسل تشغيل الخادم.,Urutan startup server dimulai.,
ServerItem_JavaPathFormat,Console text with resolved Java path,Java パス: {0},Java path: {0},Java 路径: {0},Java 路徑：{0},Java 경로: {0},Ruta de Java: {0},مسار Java: {0},Path Java: {0},
ServerItem_CheckingServerFile,Console text while checking server file,サーバーファイルを確認しています...,Checking server file...,正在检查服务器文件...,正在檢查伺服器檔案...,서버 파일을 확인 중입니다...,Comprobando archivo del servidor...,جارٍ التحقق من ملف الخادم...,Memeriksa file server...,
ServerItem_StartingServerFormat,Console text when starting server process,サーバーを起動しています: {0},Starting server: {0},正在启动服务器: {0},正在啟動伺服器：{0},서버 시작 중: {0},Iniciando servidor: {0},جارٍ بدء الخادم: {0},Memulai server: {0},
ServerItem_LogStartFailed,Structured log text for start failure,サーバー起動に失敗しました。,Server startup failed.,服务器启动失败。,伺服器啟動失敗。,서버 시작에 실패했습니다.,Falló el inicio del servidor.,فشل بدء تشغيل الخادم.,Gagal memulai server.,
ServerItem_StartErrorFormat,Console text for startup error,起動エラー: {0},Startup error: {0},启动错误: {0},啟動錯誤：{0},시작 오류: {0},Error de inicio: {0},خطأ في التشغيل: {0},Kesalahan startup: {0},
ServerItem_LogStopRequested,Structured log text for stop request,サーバー停止を要求しました。,Server stop was requested.,已请求停止服务器。,已要求停止伺服器。,서버 중지를 요청했습니다.,Se solicitó detener el servidor.,تم طلب إيقاف الخادم.,Permintaan stop server dikirim.,
ServerItem_StoppingServer,Console text when stopping server,サーバーを停止しています...,Stopping server...,正在停止服务器...,正在停止伺服器...,서버를 중지하는 중...,Deteniendo servidor...,جارٍ إيقاف الخادم...,Menghentikan server...,
ServerItem_SendCommandFailedFormat,Console text when command sending fails,コマンド送信失敗: {0},Failed to send command: {0},命令发送失败: {0},命令傳送失敗：{0},명령 전송 실패: {0},Error al enviar comando: {0},فشل إرسال الأمر: {0},Gagal mengirim perintah: {0},
ServerItem_ServerProcessExited,Console text when server process exits,サーバープロセスが終了しました。,Server process has exited.,服务器进程已结束。,伺服器程序已結束。,서버 프로세스가 종료되었습니다.,El proceso del servidor finalizó.,انتهت عملية الخادم.,Proses server telah berhenti.,
ServerItem_AutoRestartSkippedWaitingEula,Console text when auto-restart is skipped due to EULA,EULA 同意待ちのため自動再起動は実行しません。,Auto-restart will not run while waiting for EULA agreement.,等待 EULA 同意期间不会执行自动重启。,等待 EULA 同意期間不會執行自動重啟。,EULA 동의 대기 중에는 자동 재시작을 실행하지 않습니다.,No se ejecutará el reinicio automático mientras se espera la aceptación del EULA.,لن يتم تنفيذ إعادة التشغيل التلقائي أثناء انتظار الموافقة على EULA.,Auto-restart tidak dijalankan saat menunggu persetujuan EULA.,
ServerItem_AutoRestartLimitReached,Console text when auto-restart limit reached,自動再起動の上限に達したため停止します。,Stopping because auto-restart limit was reached.,已达到自动重启上限，停止处理。,已達自動重啟上限，停止處理。,자동 재시작 한도에 도달하여 중지합니다.,Se detiene porque se alcanzó el límite de reinicios automáticos.,سيتم الإيقاف بسبب الوصول إلى حد إعادة التشغيل التلقائي.,Dihentikan karena batas auto-restart tercapai.,
ServerItem_LogAutoRestartScheduledFormat,Structured log text for scheduled auto-restart,自動再起動を予約しました: {0}/{1},Auto-restart scheduled: {0}/{1},已计划自动重启: {0}/{1},已排程自動重啟：{0}/{1},자동 재시작 예약됨: {0}/{1},Reinicio automático programado: {0}/{1},تمت جدولة إعادة التشغيل التلقائي: {0}/{1},Auto-restart dijadwalkan: {0}/{1},
ServerItem_AutoRestartScheduledFormat,Console text for delayed auto-restart,自動再起動を {0:0} 秒後に実行します ({1}/{2})。,Auto-restart will run in {0:0} seconds ({1}/{2}).,将在 {0:0} 秒后执行自动重启（{1}/{2}）。,將在 {0:0} 秒後執行自動重啟（{1}/{2}）。,{0:0}초 후 자동 재시작을 실행합니다 ({1}/{2}).,El reinicio automático se ejecutará en {0:0} segundos ({1}/{2}).,سيتم تنفيذ إعادة التشغيل التلقائي بعد {0:0} ثانية ({1}/{2}).,Auto-restart akan dijalankan dalam {0:0} detik ({1}/{2}).,
ServerItem_DownloadStatusCreatingBackup,Download status while creating backup,バックアップ作成中...,Creating backup...,正在创建备份...,正在建立備份...,백업 생성 중...,Creando copia de seguridad...,جارٍ إنشاء نسخة احتياطية...,Membuat cadangan...,
ServerItem_DownloadStatusDownloading,Download status while downloading,ダウンロード中...,Downloading...,下载中...,下載中...,다운로드 중...,Descargando...,جارٍ التنزيل...,Mengunduh...,
ServerItem_DownloadStatusVerifyingIntegrity,Download status while verifying integrity,整合性確認中...,Verifying integrity...,正在验证完整性...,正在驗證完整性...,무결성 확인 중...,Verificando integridad...,جارٍ التحقق من السلامة...,Memverifikasi integritas...,
Xaml_Main_ServerManager,Main page side panel title,Server Manager,Server Manager,服务器管理器,伺服器管理器,서버 관리자,Administrador de servidores,مدير الخادم,Manajer server,
Xaml_Main_CreateNew,Main page create button text,新規作成,Create New,新建,新建,새로 만들기,Crear nuevo,إنشاء جديد,Buat baru,
Xaml_Main_Name,Main page server name label,名前,Name,名称,名稱,이름,Nombre,الاسم,Nama,
Xaml_Main_Type,Main page server type label,タイプ,Type,类型,類型,유형,Tipo,النوع,Tipe,
Xaml_Main_Version,Main page server version label,バージョン,Version,版本,版本,버전,Versión,الإصدار,Versi,
Xaml_Main_Loading,Main page loading versions text, 取得中..., Loading..., 加载中..., 載入中..., 불러오는 중..., Cargando..., جارٍ التحميل..., Memuat...,
Xaml_Main_MemoryMb,Main page memory label,メモリ (MB),Memory (MB),内存 (MB),記憶體 (MB),메모리 (MB),Memoria (MB),الذاكرة (MB),Memori (MB),
Xaml_Main_Port,Main page port label,ポート,Port,端口,連接埠,포트,Puerto,المنفذ,Port,
Xaml_Main_Start,Main page start button text,起動,Start,启动,啟動,시작,Iniciar,تشغيل,Mulai,
Xaml_Main_Stop,Main page stop button text,停止,Stop,停止,停止,중지,Detener,إيقاف,Berhenti,
Xaml_Main_Folder,Main page folder tooltip,フォルダ,Folder,文件夹,資料夾,폴더,Carpeta,مجلد,Folder,
Xaml_Setting_JavaSettings,Setting page java settings heading,Java 設定,Java Settings,Java 设置,Java 設定,Java 설정,Ajustes de Java,إعدادات Java,Pengaturan Java,
Xaml_Setting_JavaDescription,Setting page java description text,Java のパスを手動で指定するとダウンロードをスキップします。 空白のままにすると Adoptium から自動ダウンロードを試みます。 すでに Java がインストールされている場合は、java.exe のフルパスを指定してください。,Set Java path manually to skip download. Leave blank to auto download from Adoptium. If Java is installed specify full path to java.exe.,手动指定 Java 路径可跳过下载。留空将自动下载。若已安装请指定 java.exe 完整路径。,手動指定 Java 路徑可略過下載。留空將自動下載。若已安裝請指定 java.exe 完整路徑。,Java 경로를 수동 지정하면 다운로드를 건너뜁니다. 비워두면 자동 다운로드를 시도합니다. 설치되어 있으면 java.exe 전체 경로를 지정하세요.,Si defines la ruta de Java manualmente se omite la descarga. Si está vacío se intenta descarga automática. Si ya está instalado especifica la ruta completa a java.exe.,حدد مسار Java يدويًا لتخطي التنزيل. إذا كان فارغًا فسيتم التنزيل التلقائي. إذا كان مثبتًا فحدد المسار الكامل لـ java.exe.,Atur path Java manual untuk lewati unduhan. Jika kosong akan unduh otomatis. Jika sudah terpasang tentukan path lengkap java.exe,
Xaml_Setting_JavaExecutable,Setting page java executable label,Java 実行ファイル (java.exe),Java Executable (java.exe),Java 可执行文件 (java.exe),Java 可執行檔 (java.exe),Java 실행 파일 (java.exe),Ejecutable Java (java.exe),ملف Java التنفيذي (java.exe),File eksekusi Java (java.exe),
Xaml_Setting_Browse,Setting page browse button text,参照...,Browse...,浏览...,瀏覽...,찾아보기...,Examinar...,استعراض...,Telusuri...,
Xaml_Setting_NetworkSettings,Setting page network heading,ネットワーク設定,Network Settings,网络设置,網路設定,네트워크 설정,Ajustes de red,إعدادات الشبكة,Pengaturan jaringan,
Xaml_Setting_EnablePortForwarding,Setting page enable port forwarding checkbox,ポート開放を有効にする (Windows ファイアウォール + UPnP),Enable port forwarding (Windows Firewall + UPnP),启用端口开放 (Windows 防火墙 + UPnP),啟用連接埠開放 (Windows 防火牆 + UPnP),포트 포워딩 사용 (Windows 방화벽 + UPnP),Habilitar apertura de puertos (Firewall de Windows + UPnP),تمكين فتح المنفذ (جدار حماية Windows + UPnP),Aktifkan port forwarding (Windows Firewall + UPnP),
Xaml_Setting_PortForwardingDescription,Setting page port forwarding description text,有効にするとサーバー起動時にファイアウォール規則追加と UPnP ポートマッピングを試みます。無効時は手動設定してください。,When enabled firewall rule and UPnP port mapping are attempted on server start. If disabled configure manually.,启用后启动时会尝试添加防火墙规则和 UPnP 端口映射。禁用时请手动设置。,啟用後啟動時會嘗試新增防火牆規則與 UPnP 連接埠對應。停用時請手動設定。,활성화 시 시작할 때 방화벽 규칙과 UPnP 포트 매핑을 시도합니다. 비활성화 시 수동 설정하세요.,Al habilitar se intenta regla de firewall y mapeo UPnP al iniciar. Si se deshabilita configura manualmente.,عند التمكين تتم محاولة إضافة قاعدة جدار الحماية وربط منفذ UPnP عند البدء. عند التعطيل قم بالإعداد اليدوي.,Saat diaktifkan saat mulai akan mencoba aturan firewall dan pemetaan port UPnP. Jika nonaktif atur manual.,
Xaml_Setting_OperationsStability,Setting page operations stability heading,運用安定化,Operations Stability,运维稳定化,營運穩定化,운영 안정화,Estabilidad operativa,استقرار التشغيل,Stabilitas operasi,
Xaml_Setting_ConsoleLineRetention,Console line retention label,コンソール保持行数 (200〜20000),Console line retention (200-20000),控制台保留行数 (200-20000),主控台保留行數 (200-20000),콘솔 유지 줄 수 (200-20000),Retención de líneas de consola (200-20000),عدد أسطر وحدة التحكم المحتفظ بها (200-20000),Retensi baris konsol (200-20000),
Xaml_Setting_EnableAutoRestart,Enable auto restart checkbox label,サーバー異常終了時に自動再起動する,Auto restart on unexpected server stop,服务器异常结束时自动重启,伺服器異常結束時自動重啟,서버 비정상 종료 시 자동 재시작,Reiniciar automáticamente al detenerse inesperadamente,إعادة التشغيل تلقائيًا عند توقف الخادم بشكل غير متوقع,Restart otomatis saat server berhenti tidak normal,
Xaml_Setting_MaxRetryCount,Max retry count label,最大再試行回数,Max retry count,最大重试次数,最大重試次數,최대 재시도 횟수,Máximo de reintentos,الحد الأقصى للمحاولات,Jumlah percobaan maksimum,
Xaml_Setting_RestartDelaySeconds,Restart delay seconds label,再起動待機秒数,Restart delay seconds,重启等待秒数,重啟等待秒數,재시작 대기 초,Segundos de espera para reinicio,ثواني انتظار إعادة التشغيل,Detik tunggu restart,
Xaml_Setting_StructuredLog,Structured log section heading,構造化ログ,Structured Log,结构化日志,結構化日誌,구조화 로그,Registro estructurado,السجل المنظّم,Log terstruktur,
Xaml_Setting_LogDirectory,Log directory label,ログディレクトリ,Log directory,日志目录,日誌目錄,로그 디렉터리,Directorio de logs,مجلد السجلات,Buka penampil log,
Xaml_Setting_KeepFileCount,Keep file count label,保持ファイル数,Retained file count,保留文件数,保留檔案數,보관 파일 수,Cantidad de archivos retenidos,عدد الملفات المحتفظ بها,Jumlah file tersimpan,
Xaml_Setting_MaxFileSizeMb,Max file size label,ファイル最大サイズ(MB),Max file size (MB),文件最大大小(MB),檔案最大大小(MB),파일 최대 크기(MB),Tamaño máximo de archivo (MB),الحد الأقصى لحجم الملف (MB),Ukuran file maksimum (MB),
Xaml_Setting_OpenLogViewer,Open log viewer button text,ログビューアを開く,Open log viewer,打开日志查看器,開啟日誌檢視器,로그 뷰어 열기,Abrir visor de logs,فتح عارض السجلات,Buka penampil log,
Xaml_Setting_BackupRestore,Backup and restore heading,バックアップ・復旧,Backup and Restore,备份与恢复,備份與復原,백업 및 복구,Copia de seguridad y restauración,النسخ الاحتياطي والاستعادة,Pencadangan dan pemulihan,
Xaml_Setting_EnableSafeUpdateBackup,Enable safe update backup checkbox,安全更新バックアップを有効にする,Enable safe update backup,启用安全更新备份,啟用安全更新備份,안전 업데이트 백업 사용,Habilitar copia de seguridad de التحديث الآمن,تمكين النسخ الاحتياطي للتحديث الآمن,Aktifkan cadangan pembaruan aman,
Xaml_Setting_BackupRetentionGenerations,Backup retention generations label,保持世代数 (1〜30),Backup retention generations (1-30),保留代数 (1-30),保留代數 (1-30),보관 세대 수 (1-30),Generaciones de retención (1-30),عدد أجيال الاحتفاظ (1-30),Generasi retensi (1-30),
Xaml_Setting_AuthorizationPolicy,Authorization policy heading,認証・認可・ポリシー運用,Authentication Authorization and Policy,认证授权与策略运维,驗證授權與政策營運,인증 권한 정책 운영,Autenticación autorización y política,المصادقة والتفويض والسياسة,Otentikasi otorisasi dan kebijakan,
Xaml_Setting_OperatorRole,Operator role label,オペレーターロール,Operator role,操作员角色,操作員角色,운영자 역할,Rol de operador,دور المشغل,Peran operator,
Xaml_Setting_RequireAuthOnRoleElevation,Require auth on role elevation checkbox,ロール昇格時に認証を必須化する,Require authentication on role elevation,角色提升时需要认证,角色提升時需要驗證,역할 상승 시 인증 필수,Requerir autenticación al elevar rol,يتطلب المصادقة عند رفع الدور,Wajib autentikasi saat peningkatan peran,
Xaml_Setting_PreferWindowsHello,Prefer Windows Hello checkbox,ロール昇格時にWindows Helloを優先する,Prefer Windows Hello on role elevation,角色提升时优先 Windows Hello,角色提升時優先 Windows Hello,역할 상승 시 Windows Hello 우선,Preferir Windows Hello al elevar rol,تفضيل Windows Hello عند رفع الدور,Utamakan Windows Hello saat peningkatan peran,
Xaml_Setting_CurrentPin,Current pin label,現在PIN,Current PIN,当前PIN,目前PIN,현재 PIN,PIN actual,رمز PIN الحالي,PIN saat ini,
Xaml_Setting_NewPin,New pin label,新しいPIN,New PIN,新PIN,新PIN,새 PIN,Nuevo PIN,رمز PIN جديد,PIN baru,
Xaml_Setting_NewPinConfirm,New pin confirm label,新しいPIN(確認),New PIN Confirm,新PIN(确认),新PIN(確認),새 PIN(확인),Confirmar nuevo PIN,تأكيد PIN الجديد,Konfirmasi PIN baru,
Xaml_Setting_EnableMaintenanceMode,Enable maintenance mode checkbox,メンテナンスモードを有効にする,Enable maintenance mode,启用维护模式,啟用維護模式,유지보수 모드 사용,Habilitar modo mantenimiento,تمكين وضع الصيانة,Aktifkan mode pemeliharaan,
Xaml_Setting_LockedTargetServer,Locked target server label,ロック対象サーバー,Locked target server,锁定目标服务器,鎖定目標伺服器,잠금 대상 서버,Servidor objetivo bloqueado,الخادم المستهدف المقفل,Server target terkunci,
Xaml_Setting_ClearSelection,Clear selection button text,選択を解除,Clear selection,清除选择,清除選擇,선택 해제,Borrar selección,مسح التحديد,Hapus pilihan,
Xaml_Setting_AuditAndOperations,Audit and operations heading,監査ログ・変更履歴・運用,Audit Change History and Operations,审计日志 变更历史 与 运维,稽核記錄 變更歷程 與 營運,감사 로그 변경 이력 운영,Auditoría historial y operaciones,سجل التدقيق والتغييرات والعمليات,Audit riwayat perubahan dan operasi,
Xaml_Setting_OpenAuditLog,Open audit log button text,監査ログ / 変更履歴を開く,Open audit log and history,打开审计日志和历史,開啟稽核記錄與歷程,감사 로그와 이력 열기,Abrir auditoría e historial,فتح سجل التدقيق والسجل,Buka log audit dan riwayat,
Xaml_Setting_OpenOperationsDashboard,Open operations dashboard button text,運用ダッシュボードを開く,Open operations dashboard,打开运维仪表板,開啟營運儀表板,운영 대시보드 열기,Abrir panel de operaciones,فتح لوحة العمليات,Buka dasbor operasi,
Xaml_Setting_AutoSaveNotice,Auto save notice text,変更は自動保存されます,Changes are saved automatically,更改会自动保存,變更會自動儲存,변경 사항은 자동 저장됩니다,Los cambios se guardan automáticamente,يتم حفظ التغييرات تلقائيًا,Perubahan disimpan otomatis,
Xaml_Setting_Clear,Clear button text,クリア,Clear,清除,清除,지우기,Limpiar,مسح,Hapus,
JavaResolver_UseConfiguredJavaPath,Log when configured Java path is used,設定済みJavaパスを使用します。,Using configured Java path.,使用已配置的 Java 路径。,使用已設定的 Java 路徑。,설정된 Java 경로를 사용합니다.,Se usa la ruta de Java configurada.,يتم استخدام مسار Java المُعَدّ.,Menggunakan path Java yang dikonfigurasi.,
JavaResolver_ConfiguredJavaNotFoundFormat,Error when configured Java path was not found,設定で指定された Java が見つかりません: {0},Configured Java was not found: {0},未找到设置中指定的 Java: {0},找不到設定中指定的 Java：{0},설정에서 지정한 Java를 찾을 수 없습니다: {0},No se encontró el Java configurado: {0},لم يتم العثور على Java المحدد في الإعدادات: {0},Java yang dikonfigurasi tidak ditemukan: {0},
JavaResolver_UseEmbeddedJre,Log when embedded JRE is used,既存の内蔵JREを使用します。,Using existing embedded JRE.,使用现有内置 JRE。,使用現有內建 JRE。,기존 내장 JRE를 사용합니다.,Usando JRE integrado existente.,استخدام JRE المضمن الحالي.,Menggunakan JRE bawaan yang ada.,
JavaResolver_UseEmbeddedJreSearchResult,Log when found embedded JRE is used,内蔵JRE探索結果を使用します。,Using discovered embedded JRE.,使用检出的内置 JRE。,使用搜尋到的內建 JRE。,검색된 내장 JRE를 사용합니다.,Usando JRE integrado encontrado.,استخدام JRE المضمن المكتشف.,Menggunakan JRE bawaan hasil pencarian.,
JavaResolver_JavaExeNotFoundAfterExtract,Error when java.exe is missing after extraction,展開後に java.exe が見つかりませんでした。設定画面からパスを手動指定してください。,java.exe was not found after extraction. Set path manually from settings.,解压后未找到 java.exe。请在设置中手动指定路径。,解壓後找不到 java.exe。請在設定中手動指定路徑。,압축 해제 후 java.exe를 찾을 수 없습니다. 설정에서 경로를 수동 지정하세요.,No se encontró java.exe tras extraer. Define la ruta manualmente en configuración.,لم يتم العثور على java.exe بعد الاستخراج. حدد المسار يدويًا من الإعدادات.,java.exe tidak ditemukan setelah ekstraksi. Atur path manual dari pengaturan.,
JavaResolver_DownloadAndExtractCompleted,Log when Java download and extraction completed,Javaの自動ダウンロードと展開が完了しました。,Java auto-download and extraction completed.,Java 自动下载和解压已完成。,Java 自動下載與解壓縮完成。,Java 자동 다운로드 및 압축 해제가 완료되었습니다.,Se completó la descarga y extracción automática de Java.,اكتمل تنزيل Java التلقائي وفك الضغط.,Unduhan otomatis dan ekstraksi Java selesai.,
JarIntegrity_Sha256VerifyFailedFormat,Error when SHA256 integrity verification fails,{0} のSHA256整合性検証に失敗しました。,SHA256 integrity verification failed for {0}.,{0} 的 SHA256 完整性验证失败。, {0} 的 SHA256 完全性驗證失敗。,{0}의 SHA256 무결성 검증에 실패했습니다.,Falló la verificación SHA256 de {0}.,فشل التحقق من سلامة SHA256 لـ {0}.,Verifikasi integritas SHA256 gagal untuk {0}.,
JarIntegrity_Sha1VerifyFailedFormat,Error when SHA1 integrity verification fails,{0} のSHA1整合性検証に失敗しました。,SHA1 integrity verification failed for {0}.,{0} 的 SHA1 完整性验证失败。, {0} 的 SHA1 完整性驗證失敗。,{0}의 SHA1 무결성 검증에 실패했습니다.,Falló la verificación SHA1 de {0}.,فشل التحقق من سلامة SHA1 لـ {0}.,Verifikasi integritas SHA1 gagal untuk {0}.,
JarIntegrity_ContentHashVerifyFailedFormat,Error when content hash verification fails,{0} のコンテンツハッシュ検証に失敗しました。,Content hash verification failed for {0}.,{0} 的内容哈希验证失败。, {0} 的內容雜湊驗證失敗。,{0}의 콘텐츠 해시 검증에 실패했습니다.,Falló la verificación de hash de contenido de {0}.,فشل التحقق من تجزئة المحتوى لـ {0}.,Verifikasi hash konten gagal untuk {0},
Xaml_ModManager_Title,Window title for mod manager,MOD管理,Mod Manager,模组管理,模組管理,모드 관리,Gestor de mods,إدارة المودات,Manajer mod,
Xaml_ModManager_ServerRunningNotice,Notice shown when server is running,サーバー稼働中 — 変更はサーバー再起動後に反映されます,Server is running — changes apply after server restart.,服务器正在运行——更改将在服务器重启后生效。,伺服器執行中——變更會在伺服器重新啟動後生效。,서버 실행 중 — 변경 사항은 서버 재시작 후 적용됩니다.,Servidor en ejecución — los cambios se aplican tras reiniciar.,الخادم قيد التشغيل — سيتم تطبيق التغييرات بعد إعادة التشغيل.,Server sedang berjalan — perubahan berlaku setelah restart.,
Xaml_ModManager_Install,Install button label in mod manager,インストール,Install,安装,安裝,설치,Instalar,تثبيت,Pasang,
Xaml_ModManager_OpenFolder,Open folder button label in mod manager,フォルダを開く,Open Folder,打开文件夹,開啟資料夾,폴더 열기,Abrir carpeta,فتح المجلد,Buka folder,
Xaml_ModManager_NoMods,Empty state title for mod list,MODがありません,No mods found,没有模组,沒有模組,모드가 없습니다,No hay mods,لا توجد مودات,Tidak ada mod,
Xaml_ModManager_DropOrInstallHint,Hint for drag and drop or install button,JARファイルをここにドラッグ & ドロップするかインストールボタンを押してください,Drag and drop JAR files here or use the Install button.,将 JAR 文件拖放到此处或使用安装按钮。,將 JAR 檔拖放到此處或使用安裝按鈕。,JAR 파일을 여기에 끌어다 놓거나 설치 버튼을 누르세요.,Arrastra JAR aquí o usa el botón Instalar.,اسحب ملفات JAR هنا أو استخدم زر التثبيت.,Seret file JAR ke sini atau gunakan tombol Pasang.,
Xaml_ModManager_DropToInstall,Overlay text for drag and drop install,ここにドロップしてインストール,Drop here to install,拖放到此处安装,拖放到此處安裝,여기에 놓아 설치,Soltar aquí para instalar,أسقط هنا للتثبيت,Jatuhkan di sini untuk pemasang,
Xaml_ModManager_Uninstall,Uninstall button label in mod manager,アンインストール,Uninstall,卸载,解除安裝,제거,Desinstalar,إلغاء التثبيت,Copot,
ModManager_StatusModCountFormat,Mod manager status with mod count,{0} MOD,{0} mods,{0} 个模组,{0} 個模組,{0}개 모드,{0} mods,{0} مود,{0} mod,
ModManager_SelectJarTitle,File dialog title to select mod jar,MOD JAR を選択,Select mod JAR,选择模组 JAR,選擇模組 JAR,모드 JAR 선택,Seleccionar JAR del mod,اختر ملف JAR للمود,Pilih JAR mod,
ModManager_SelectJarFilter,File dialog filter for mod jar,JAR ファイル (*.jar)|*.jar,JAR Files (*.jar)|*.jar,JAR 文件 (*.jar)|*.jar,JAR 檔案 (*.jar)|*.jar,JAR 파일 (*.jar)|*.jar,Archivos JAR (*.jar)|*.jar,ملفات JAR (*.jar)|*.jar,File JAR (*.jar)|*.jar,
ModManager_InstallFailedFormat,Error message when mod install fails,{0} のインストールに失敗: {1},Failed to install {0}: {1},{0} 安装失败: {1},{0} 安裝失敗：{1},{0} 설치 실패: {1},Error al instalar {0}: {1},فشل تثبيت {0}: {1},Gagal memasang {0}: {1},
ModManager_InstallCompletedFormat,Status when mod installation is completed,{0} 個インストール完了 — 合計 {1} MOD,{0} installed — total {1} mods,已安装 {0} 个——共 {1} 个模组,已安裝 {0} 個——共 {1} 個模組,{0}개 설치 완료 — 총 {1}개 모드,{0} instalados — total {1} mods,تم تثبيت {0} — الإجمالي {1} مود,{0} terpasang — total {1} mod,
